Date,EURUSD_Close,Return,Signal
2024-03-08,1.0408536328304516,0.0009650745794582694,0
2024-03-09,1.0412152688554992,0.00034744176668155546,0
2024-03-10,1.040570149100894,-0.000619583455892081,0
2024-03-11,1.0409315447064025,0.00034730537467431155,0
2024-03-12,1.0424695812728684,0.0014775578416155177,0
2024-03-13,1.0424337552337586,-3.4366507909111554e-05,0
2024-03-14,1.0439983988895725,0.001500952600544947,0
2024-03-15,1.0413786537854828,-0.002509338239288561,0
2024-03-16,1.042200556289858,0.0007892446243136231,0
2024-03-17,1.0422876033580961,8.352237744713165e-05,0
2024-03-18,1.0419885960076303,-0.0002868760498565548,0
2024-03-19,1.0420803567841659,8.806312937315042e-05,0
2024-03-20,1.040092787869565,-0.001907308684653164,0
2024-03-21,1.0398731159817274,-0.00021120412563147006,0
2024-03-22,1.0402302285532392,0.00034341937109760856,0
2024-03-23,1.0417081225979807,0.0014207374523205196,0
2024-03-24,1.041189852379707,-0.0004975196094095802,0
2024-03-25,1.0403813587768138,-0.0007765092994762579,0
2024-03-26,1.0398796017332292,-0.00048228184727805434,0
2024-03-27,1.0407950038509313,0.0008802962536973435,0
2024-03-28,1.041123754960591,0.00031586538025574207,0
2024-03-29,1.040593994756824,-0.0005088349979941453,0
2024-03-30,1.0411072621899373,0.0004932446618945985,0
2024-03-31,1.0412043397392854,9.324452232117864e-05,0
2024-04-01,1.0421729847298182,0.0009303120949106791,1
2024-04-02,1.041470931635941,-0.0006736435353477122,0
2024-04-03,1.0411432694893432,-0.0003146147786218245,0
2024-04-04,1.040751161336211,-0.00037661306049119325,0
2024-04-05,1.039287646388079,-0.0014062102474650118,0
2024-04-06,1.0395837666651435,0.00028492619737541247,0
2024-04-07,1.0398448219373233,0.0002511151872035544,0
2024-04-08,1.0398499353939659,4.9175189746897274e-06,1
2024-04-09,1.0396153482605908,-0.00022559710338032612,0
